,title,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,description_length,company_profile_length,requirements_length,benefits_length
6815,9308,5,0,1,0,1,0,1,39,13,1721,748,74,294
6816,7383,27,0,1,1,2,2,3,43,20,2501,796,1394,516
6817,396,60,0,1,0,4,0,9,58,1,110,155,1742,910
6818,5994,27,0,1,0,1,5,3,19,18,94,241,1119,687
6819,8198,36,0,1,1,1,3,3,55,6,2936,36,1783,473
6820,5734,27,1,1,1,2,6,9,67,23,1638,818,1056,1167
6821,9288,85,0,1,0,1,0,4,39,20,1903,806,5,535
6822,3986,85,0,1,0,1,5,1,69,20,2864,711,1962,475
6823,10575,85,0,1,0,1,3,3,22,13,609,985,1344,616
6824,4599,20,0,1,1,1,3,4,64,18,3161,300,1111,931
6825,6611,29,0,1,1,1,0,1,0,1,1986,512,2123,340
6826,2606,85,0,1,0,1,5,1,43,15,2695,199,241,563
6827,9203,27,0,1,1,1,3,4,52,14,2752,512,280,165
6828,7767,27,0,0,1,1,0,1,60,18,2210,499,105,562
6829,587,85,0,1,0,1,3,3,31,12,636,808,1397,771
6830,3855,85,0,1,1,1,2,2,46,14,837,627,1460,580
6831,224,63,0,1,0,1,3,5,118,18,2519,614,1563,555
6832,8082,29,0,0,1,1,5,1,45,22,3202,627,1748,242
6833,4032,85,0,1,0,1,6,1,24,14,798,680,2199,721
6834,6263,85,0,1,1,3,3,4,34,16,3143,836,903,731
6835,7668,51,0,1,1,1,3,2,68,20,463,590,1435,595
6836,2403,85,1,1,1,3,4,4,68,7,743,863,1540,200
6837,10480,36,0,0,0,1,0,1,90,23,2214,546,1894,610
6838,1351,27,0,1,0,1,4,4,61,7,2943,923,1740,303
6839,3822,12,0,1,0,1,0,1,61,18,2831,429,1173,528
6840,2576,85,0,1,0,0,0,9,22,9,2907,177,1922,523
6841,1062,85,0,0,0,1,3,2,59,13,595,477,263,633
6842,8789,85,1,1,1,1,5,3,61,12,1137,499,959,409
6843,2258,85,0,1,0,1,6,4,26,7,2393,204,2132,547
6844,5390,70,0,1,0,2,3,5,58,17,348,897,1484,701
6845,985,27,0,1,1,1,6,4,53,1,2836,923,1867,282
6846,879,29,0,1,0,1,2,3,101,23,823,74,1670,605
6847,8098,85,0,1,0,1,3,2,51,15,1455,459,1689,638
6848,272,85,0,1,1,1,5,1,22,31,146,682,1346,501
6849,3005,74,0,0,0,1,5,1,34,12,398,437,1869,610
6850,3393,85,0,0,0,1,3,2,33,15,2399,378,1177,623
6851,4393,85,0,0,0,1,0,0,51,9,3256,511,1658,873
6852,11209,85,0,1,0,0,3,4,55,13,3246,310,259,571
6853,6730,85,0,1,1,1,5,2,123,20,407,596,1512,1167
6854,4246,85,0,0,0,0,4,3,53,18,2009,373,699,694
6855,536,85,1,1,0,1,2,4,119,7,583,719,1825,445
6856,2275,85,0,1,0,1,2,4,39,7,928,806,459,645
6857,2291,85,0,0,0,4,2,7,57,7,1268,684,1019,556
6858,8401,85,0,1,0,3,0,9,17,31,270,642,2094,556
6859,6820,85,0,0,1,1,3,4,75,20,2851,517,1616,365
6860,8649,85,0,1,1,1,3,5,46,11,2355,16,1602,672
6861,8434,85,0,1,0,1,5,9,58,31,369,155,17,557
6862,4918,58,0,1,0,1,0,1,61,18,560,654,459,565
6863,8906,85,0,1,1,1,5,2,22,12,3001,883,1272,82
6864,8217,85,0,0,0,0,5,1,58,16,1943,398,1712,533
6865,2552,35,0,1,1,1,3,2,46,9,2791,654,1509,558
6866,5423,27,0,1,1,1,2,9,75,9,3225,775,1652,270
6867,2208,85,0,1,0,3,2,4,22,7,717,806,1907,655
6868,9749,85,0,1,0,2,3,4,85,18,147,969,1713,719
6869,10872,27,0,1,0,4,3,3,27,16,3102,923,1594,462
6870,2909,85,0,1,1,1,2,4,122,10,3307,193,866,303
6871,6729,63,0,0,0,2,2,6,56,20,811,656,866,46
6872,59,85,1,0,1,1,4,6,74,17,1952,483,1064,164
6873,10252,85,0,1,1,1,6,9,22,7,2387,1032,170,453
6874,5005,85,0,1,0,1,5,1,10,14,765,143,1628,650
6875,9481,12,0,0,1,1,0,1,30,18,470,553,1648,1212
6876,3205,85,0,1,1,0,2,1,31,12,2407,672,334,354
6877,2246,85,0,0,1,2,2,6,60,6,2551,964,542,665
6878,272,85,0,0,1,1,0,1,118,31,1227,481,2004,945
6879,6382,85,0,1,0,0,4,2,46,16,419,758,1278,632
6880,450,85,0,1,1,1,2,1,20,1,655,683,1450,808
6881,273,12,0,1,1,1,0,1,22,31,764,876,1837,619
6882,2651,85,0,0,0,0,5,2,58,12,2818,447,1756,627
6883,8325,63,0,1,0,1,3,1,118,12,2680,870,1965,484
6884,2100,85,0,1,0,1,4,1,39,12,2019,735,1468,652
6885,10921,85,0,1,1,3,2,3,7,16,2864,739,1509,510
6886,595,34,0,1,0,0,1,2,38,13,1598,126,1505,365
6887,8083,85,0,0,1,2,3,5,63,21,2736,715,1289,512
6888,3557,85,0,1,1,1,0,1,39,13,3071,361,1926,307
6889,11130,85,0,1,1,3,0,0,108,20,3162,17,2152,471
6890,8260,55,0,1,0,1,5,2,75,22,116,439,2202,1057
6891,4117,85,0,0,1,2,3,6,55,11,2965,778,399,598
6892,7382,85,1,1,1,0,3,3,79,19,1118,549,1415,499
6893,9525,85,0,1,0,1,0,1,58,12,2877,51,1606,74
6894,5356,29,0,1,1,3,2,9,75,3,3105,577,1632,1010
6895,6653,85,0,0,0,1,6,4,75,22,2955,564,1141,535
6896,408,12,0,1,0,1,2,3,44,0,85,198,1328,625
6897,471,85,0,1,0,1,1,3,14,1,1795,945,1392,730
6898,951,85,0,0,0,0,3,3,58,18,3295,317,393,292
6899,10078,85,0,1,0,0,5,1,13,18,147,131,1569,616
6900,10921,29,0,1,0,1,5,2,30,14,2589,93,1817,550
6901,4526,12,0,0,1,1,3,4,72,19,1772,406,1356,441
6902,8457,85,0,0,0,1,2,3,74,30,2982,384,951,741
6903,7578,0,0,0,0,1,5,1,49,26,2902,568,1344,536
6904,9739,85,0,0,0,1,3,3,70,19,3175,384,866,681
6905,8427,85,0,1,1,1,5,1,61,18,562,46,1796,985
6906,7449,85,0,1,1,1,0,9,22,22,1499,778,1525,116
6907,3089,85,0,1,1,1,2,4,56,15,2910,814,477,438
6908,4059,27,0,1,0,1,2,1,75,22,1224,960,1244,558
6909,3794,85,0,1,0,2,3,4,42,12,40,791,1376,768
6910,8434,64,0,0,0,1,3,4,70,31,553,522,526,255
6911,1162,85,0,0,0,1,2,1,49,31,1547,490,2072,692
6912,566,54,0,1,1,1,2,4,64,16,1189,276,1922,519
6913,10576,85,0,1,0,1,2,2,53,14,3268,564,1581,605
6914,3204,85,0,1,1,0,2,1,31,12,2407,672,334,354
6915,6827,85,0,1,0,1,2,2,11,31,804,826,554,1071
6916,284,85,0,1,0,1,5,1,22,31,1693,750,460,1060
6917,7893,85,0,1,0,1,2,4,46,7,3206,806,1890,741
6918,1448,85,0,1,1,3,2,4,51,16,3138,304,1543,499
6919,9684,85,0,1,1,1,6,5,79,16,2079,333,1507,633
6920,8786,85,0,1,1,1,5,1,61,12,452,46,2088,985
6921,789,85,0,0,1,2,3,6,37,12,2828,645,739,679
6922,1842,85,0,1,1,1,5,1,55,17,861,383,1619,612
6923,5939,85,0,0,0,1,5,1,32,12,653,384,1595,675
6924,740,85,0,1,1,1,0,4,26,31,3029,738,159,443
6925,1817,85,1,1,1,1,2,1,50,22,1219,574,12,579
6926,4192,27,0,1,1,1,4,4,69,19,2674,161,1392,710
6927,5611,85,0,0,0,1,3,3,35,15,10,384,684,680
6928,8860,27,0,1,0,1,5,5,24,12,593,632,1842,109
6929,1623,85,0,1,1,1,5,1,22,8,1197,714,1855,711
6930,8724,29,0,1,0,1,5,5,75,22,137,449,1815,580
6931,9935,85,0,1,1,1,2,1,79,16,3133,692,1926,596
6932,2606,58,0,1,0,1,0,1,22,18,477,654,213,948
6933,11032,85,0,1,1,1,2,4,15,16,886,858,1540,639
6934,5938,85,0,0,0,1,2,3,79,18,3079,384,732,602
6935,5075,85,0,1,0,4,4,4,22,14,241,874,2092,642
6936,6147,56,0,1,0,1,1,5,1,12,904,562,799,335
6937,7157,27,0,1,1,0,2,3,49,13,110,818,216,1105
6938,10530,85,0,1,1,1,5,1,61,31,216,46,1608,985
6939,5073,85,0,1,0,1,4,3,50,15,775,874,1390,738
6940,1552,27,1,0,1,1,3,4,58,23,2881,261,1629,438
6941,3387,29,0,1,0,1,3,2,55,14,1562,674,1424,556
6942,6147,85,0,0,0,1,3,3,75,17,2982,384,911,573
6943,10448,27,0,1,1,1,0,1,75,36,475,846,1687,693
6944,1801,12,0,1,1,3,2,1,49,23,3267,419,629,122
6945,7741,26,1,1,0,1,3,4,61,20,411,510,1825,616
6946,6556,58,0,1,1,1,4,3,54,22,3303,692,1570,258
6947,685,27,0,1,0,1,5,1,19,3,114,241,676,650
6948,8453,85,0,1,0,1,3,3,69,26,3181,115,603,966
6949,3675,85,1,0,0,0,4,3,40,17,2930,349,901,552
6950,3204,85,0,1,1,0,2,1,31,12,2407,672,334,354
6951,6012,85,0,1,1,1,0,1,39,22,264,629,1600,1155
6952,2275,85,0,1,0,1,2,4,22,7,1711,806,2082,665
6953,6465,85,0,1,1,1,3,3,80,17,413,559,1402,613
6954,6059,27,0,1,0,1,3,2,57,22,3072,477,2142,748
6955,9708,85,0,1,0,1,5,1,22,18,397,677,1761,449
6956,3204,85,0,1,1,0,2,1,31,12,2407,672,334,354
6957,2626,27,0,1,1,1,5,9,58,18,906,529,457,571
6958,2954,85,0,1,1,1,2,4,67,23,1437,278,1500,530
6959,236,30,0,1,0,1,2,1,119,36,2567,654,2210,678
6960,2001,85,0,1,1,1,3,2,70,20,1018,515,2217,585
6961,1777,27,0,1,1,1,0,2,39,22,1046,817,2088,361
6962,7066,85,0,1,1,1,0,2,75,5,167,430,231,532
6963,1051,27,0,1,0,4,3,5,27,19,24,923,1332,586
6964,7242,12,0,1,1,0,5,5,23,6,3141,871,1927,675
6965,8841,5,0,1,0,1,3,3,29,18,2895,863,1022,474
6966,4962,65,0,1,1,1,3,4,69,14,2331,254,1866,387
6967,463,85,0,1,1,3,1,0,50,11,288,783,1671,647
6968,10831,27,0,1,1,1,6,4,75,7,2935,923,1579,303
6969,5872,85,0,1,0,1,1,0,112,20,810,211,1922,599
6970,5770,27,0,1,0,1,4,4,126,10,3301,923,2132,282
6971,6671,57,1,0,1,1,6,1,75,18,2653,598,528,634
6972,1142,60,0,1,1,4,5,9,27,31,2982,408,1599,707
6973,1366,85,0,1,1,1,2,4,6,5,1440,738,1405,1151
6974,4635,29,0,1,0,1,0,1,58,6,2775,18,1875,365
6975,9047,27,0,1,1,1,5,1,61,25,355,653,1905,632
6976,7973,85,0,1,0,1,3,1,75,31,1660,379,2133,1020
6977,6988,85,0,1,1,1,0,2,23,23,3244,596,1251,1167
6978,6005,27,0,1,1,1,2,1,39,22,1417,817,132,830
6979,6282,85,1,1,0,1,3,4,56,16,2685,2,1085,524
6980,4125,27,0,1,1,1,3,3,53,11,2980,592,1462,571
6981,9959,85,0,1,0,1,3,2,45,15,2678,823,700,670
6982,582,34,0,1,1,1,5,1,7,31,1497,695,872,555
6983,8090,12,0,0,1,1,4,5,74,20,667,380,1409,710
6984,4080,85,0,1,0,0,3,1,31,14,2156,672,542,354
6985,4297,27,0,1,0,1,5,1,19,26,437,592,1048,549
6986,3146,85,0,1,0,2,3,6,70,19,12,980,1262,679
6987,2574,85,0,1,0,0,0,9,22,9,2907,177,155,657
6988,352,85,0,1,0,1,0,1,75,31,2172,379,765,921
6989,3317,85,0,1,0,1,0,1,23,5,3051,639,1619,1127
6990,3606,85,0,1,1,1,2,4,23,25,154,348,1964,232
6991,11173,29,0,1,1,1,4,6,53,15,2681,513,577,678
6992,8959,83,0,1,0,1,5,1,22,12,1200,286,1946,568
6993,9774,85,0,1,0,1,5,1,58,18,2215,620,460,695
6994,70,85,0,0,0,2,3,4,59,21,65,759,1826,608
6995,4902,85,0,0,1,0,1,1,58,18,1007,549,1930,356
6996,10664,85,0,1,0,1,5,3,58,24,303,990,2068,586
6997,4362,60,0,1,0,1,3,5,72,33,1399,983,1862,650
6998,6204,85,0,1,0,1,2,4,38,31,2075,397,1815,679
6999,1693,85,0,1,1,1,5,1,22,12,668,470,1819,1224
7000,9691,3,0,1,0,1,4,4,70,17,2089,418,478,536
7001,3519,85,0,0,0,1,2,4,66,17,119,549,1827,415
7002,5380,7,0,1,1,1,2,2,22,17,3266,599,1356,440
7003,9495,27,0,1,0,1,6,7,58,18,568,242,1738,595
7004,9121,73,0,1,0,1,5,1,22,18,3226,842,192,1163
7005,2059,27,0,1,1,1,6,4,11,14,2650,923,1889,303
7006,2115,85,0,0,0,1,6,5,23,12,454,475,1457,580
7007,1180,12,0,1,1,1,3,2,75,14,312,500,891,438
7008,5083,85,0,0,0,1,4,9,61,5,1198,418,1169,580
7009,8067,85,0,1,1,2,3,5,79,18,516,1015,99,815
7010,8627,85,0,0,0,0,4,1,66,19,243,454,1490,525
7011,1943,85,0,1,0,1,4,2,91,36,1394,573,2181,686
7012,9285,85,0,1,0,1,5,1,66,20,938,806,2183,719
7013,8484,85,0,0,0,1,2,2,75,30,1655,384,479,789
7014,10389,85,0,1,0,1,4,3,107,28,3142,821,1283,594
7015,5545,27,0,1,1,1,5,1,75,25,1737,846,1395,693
7016,9714,85,0,1,1,1,3,4,61,16,503,778,261,7
7017,895,27,0,1,0,1,5,1,19,18,939,241,2094,601
7018,7214,85,0,0,0,1,4,2,44,15,3212,200,1203,607
7019,4887,85,0,1,0,1,2,8,39,17,1355,19,1414,275
7020,10114,85,0,0,0,1,2,3,72,16,787,384,864,577
7021,6058,85,0,0,0,1,5,1,35,22,3183,573,1872,144
7022,536,85,0,1,0,1,2,4,119,7,1434,719,2072,671
7023,5861,27,1,1,0,1,5,9,0,0,2677,713,699,543
7024,733,26,0,1,0,1,0,0,22,18,456,842,2002,1171
7025,6071,85,0,1,1,1,0,1,69,22,144,711,1560,144
7026,1160,85,0,1,1,1,3,1,50,17,2671,794,542,616
7027,1738,85,0,1,1,1,5,9,26,7,974,19,1165,747
7028,4895,85,0,1,0,1,6,9,59,31,2995,890,1570,1078
7029,5172,85,0,0,0,0,5,0,58,18,2356,469,1716,589
7030,2324,85,0,1,1,1,2,3,58,7,244,725,76,984
7031,264,85,0,1,1,1,2,1,75,27,2953,177,1303,16
7032,1446,85,0,1,1,1,2,4,51,16,2753,304,187,978
7033,9461,85,1,1,1,1,2,2,22,12,3185,194,1739,515
7034,5985,85,0,1,1,1,0,1,112,1,2972,226,1604,591
7035,2199,12,0,1,0,1,2,4,24,7,258,806,1897,648
7036,3573,18,0,0,1,1,4,4,76,17,2773,459,1575,544
7037,8624,48,0,1,0,1,3,2,58,20,573,508,1750,469
7038,8149,40,0,1,1,1,4,3,58,15,346,254,1424,692
7039,3317,85,0,1,0,1,3,2,11,18,319,826,2125,899
7040,9495,85,1,0,0,1,2,1,61,12,3228,493,1392,472
7041,587,36,0,1,0,1,5,2,58,18,1479,268,1584,1111
7042,7962,85,0,0,0,1,3,3,74,22,231,384,769,662
7043,682,29,0,1,1,1,5,1,38,31,3162,596,1751,18
7044,7413,7,0,1,0,1,2,2,60,21,264,590,1366,592
7045,4391,85,0,1,0,1,0,1,118,31,648,676,2181,747
7046,2812,85,0,1,0,1,2,2,53,20,1436,752,1688,618
7047,4428,85,0,1,0,1,1,4,40,7,2567,115,1575,469
7048,1540,36,0,0,0,1,5,5,61,22,2761,430,2136,960
7049,9989,85,0,1,1,0,2,3,52,15,174,359,165,557
7050,6594,29,0,1,1,1,4,3,43,8,1755,484,415,703
7051,878,27,0,1,1,1,3,4,56,13,1925,473,1327,541
7052,1134,36,0,0,0,1,5,5,22,5,294,461,1591,601
7053,5088,27,0,1,0,1,3,3,55,19,2618,381,1609,1036
7054,4791,34,0,1,1,1,2,2,119,18,2408,285,991,500
7055,10819,85,0,1,1,1,6,4,41,23,3010,816,1610,635
7056,3205,85,0,1,1,0,2,1,31,12,2407,672,334,354
7057,798,27,0,1,0,1,5,9,22,15,3092,590,863,684
7058,3794,20,0,1,1,1,0,1,42,13,3064,182,1940,347
7059,4080,85,0,1,0,0,3,1,31,14,2156,672,613,354
7060,7090,85,0,1,0,1,0,5,65,19,2521,439,240,1074
7061,1900,85,0,1,0,1,2,9,39,7,836,19,1576,804
7062,8319,58,0,1,0,0,4,1,37,15,799,160,1048,620
7063,1723,7,0,1,1,1,0,1,22,18,127,842,1650,1158
7064,6286,55,0,1,0,1,5,1,58,18,916,118,1660,301
7065,641,85,0,1,1,1,2,4,76,18,148,154,199,492
7066,10542,85,0,1,1,1,5,1,61,9,3169,851,1660,266
7067,10956,85,0,1,1,1,0,1,61,12,198,81,1624,296
7068,3607,85,0,0,0,1,3,4,40,15,353,833,1636,841
7069,1519,27,0,1,1,4,0,9,27,31,24,923,1889,407
7070,6080,85,0,1,1,1,6,1,22,22,1061,512,1422,290
7071,1803,85,0,1,1,1,0,1,57,23,932,732,2034,553
7072,10604,0,0,1,0,1,0,3,51,16,44,896,1,255
7073,3113,85,0,1,1,1,3,5,52,15,2401,16,1531,639
7074,2463,10,0,1,0,1,0,2,39,14,3078,768,549,316
7075,14,7,0,1,1,1,5,5,22,18,3296,842,1833,1165
7076,9739,85,0,0,0,1,3,3,70,19,3175,384,866,681
7077,2660,29,0,1,1,1,1,5,75,2,3239,524,1441,440
7078,3269,85,0,1,1,1,5,4,23,31,290,30,1807,879
7079,10921,85,0,1,1,1,1,2,52,15,2101,407,2111,585
7080,5888,85,1,1,1,1,5,1,61,18,2639,1024,1451,526
7081,123,7,0,1,1,1,5,1,22,18,3072,842,1719,1152
7082,1370,27,0,1,1,4,0,9,27,31,24,923,1415,427
7083,8840,29,0,1,1,1,5,1,61,26,3096,43,1419,356
7084,8797,85,0,1,0,1,5,5,22,6,2085,140,578,682
7085,4387,27,0,0,0,0,4,5,53,15,3015,424,1258,720
7086,3782,12,0,1,1,1,5,4,58,15,158,838,2088,680
7087,4913,85,0,1,1,1,5,1,29,9,374,830,1884,536
7088,6881,85,0,1,1,2,3,5,55,15,144,910,1843,802
7089,9666,27,0,1,1,1,5,4,53,17,2297,923,1889,303
7090,3205,85,0,1,1,0,2,1,31,12,2407,672,334,354
7091,9511,85,0,1,0,1,0,1,61,12,307,752,1541,476
7092,3205,85,0,1,1,0,2,1,31,12,2407,672,334,354
7093,10289,85,0,1,1,1,5,1,58,18,2585,222,1197,361
7094,8681,85,0,1,1,0,4,1,48,17,756,270,1674,496
7095,9047,36,0,1,0,1,5,1,19,26,3267,823,1307,600
7096,4875,20,0,1,1,4,2,1,72,33,3075,956,1874,288
7097,10000,85,1,1,0,1,2,4,23,7,2588,436,2143,547
7098,305,85,0,1,0,1,6,5,75,31,264,516,622,914
7099,4639,27,0,1,0,1,3,4,41,17,820,241,1804,732
7100,8604,85,0,1,0,1,2,3,44,24,593,823,632,169
7101,2311,20,0,1,1,2,2,1,22,7,626,650,2027,858
7102,10840,27,0,1,0,1,3,3,1,20,675,213,1283,453
7103,7478,60,0,1,1,1,3,4,32,6,249,408,1490,1
7104,10908,29,0,1,1,2,2,5,63,15,1107,860,353,100
7105,451,85,0,0,0,1,2,1,88,1,1619,576,1341,582
7106,9334,85,0,1,0,1,3,1,55,16,461,586,1724,971
7107,5880,85,0,0,0,1,2,4,0,7,452,384,1251,581
7108,2432,85,0,0,0,2,2,7,44,4,3166,642,867,556
7109,7938,85,0,1,0,1,2,2,29,33,1697,758,1577,527
7110,10796,27,0,1,1,1,6,4,78,1,2856,923,1889,303
7111,714,85,0,0,0,1,5,1,51,16,850,749,2143,1136
7112,8379,25,0,1,0,1,1,1,58,31,3221,604,1491,586
7113,8920,29,0,1,0,1,1,1,29,3,437,656,1809,855
7114,2125,85,0,1,1,3,2,4,37,15,2594,836,873,731
7115,7450,20,0,1,1,1,0,1,61,22,693,46,2041,970
7116,5945,85,0,0,0,1,3,3,47,15,178,384,433,576
7117,10913,27,0,1,0,1,0,4,75,25,735,846,1901,183
7118,10550,27,0,1,0,1,5,1,58,18,2954,465,25,833
7119,7919,12,0,1,0,1,0,7,118,18,562,993,1756,854
7120,4081,85,0,1,1,0,2,1,31,11,1558,672,613,354
7121,280,65,0,1,1,1,3,2,55,31,2966,580,1521,514
7122,7653,27,0,1,1,1,2,4,17,31,112,402,1698,479
7123,11025,85,0,1,0,1,3,4,58,16,2364,143,2217,540
7124,3155,85,0,1,1,1,0,2,15,23,1308,858,1814,666
7125,10576,44,0,1,1,1,6,5,58,9,1296,885,2001,595
7126,4285,27,0,1,0,1,1,1,119,4,1154,433,208,437
7127,8416,85,1,1,1,1,1,0,58,31,212,36,2189,945
7128,1357,85,0,0,0,1,3,3,69,14,724,384,722,462
7129,2199,85,0,1,0,1,2,4,26,7,302,806,2082,580
7130,11143,85,0,0,0,1,2,8,0,1,2840,571,1376,278
7131,7413,85,0,1,1,1,0,1,61,20,2970,830,1979,934
7132,2425,27,0,1,0,1,0,1,39,12,1198,817,745,281
7133,6945,85,0,1,0,1,2,2,75,27,3238,379,1628,944
7134,3499,27,0,1,0,1,5,1,22,31,109,20,1990,669
7135,5105,85,0,0,0,0,4,3,55,17,2486,407,887,670
7136,655,60,0,1,1,1,5,1,32,12,1386,983,957,643
7137,9739,85,0,0,0,1,3,2,68,19,3173,384,803,667
7138,4243,85,0,0,0,1,2,4,88,23,2748,799,1610,465
7139,4401,85,0,0,0,2,2,5,72,21,773,733,1455,568
7140,3217,85,0,1,1,1,5,1,22,31,1958,680,1666,742
7141,5370,39,0,1,0,0,2,2,38,15,2720,757,1614,495
7142,10224,85,0,1,1,1,2,2,22,15,2007,714,1988,763
7143,8494,85,0,1,0,1,3,9,105,31,1189,955,413,795
7144,2853,85,0,0,0,1,2,2,51,19,3195,508,1420,539
7145,9191,85,0,0,1,1,5,1,58,36,262,479,1807,140
7146,8374,27,0,1,1,1,0,3,112,7,2440,392,1775,1186
7147,6257,85,0,1,1,2,6,4,23,23,1416,691,1312,625
7148,2210,85,0,1,0,3,2,4,39,7,244,806,1965,625
7149,8110,5,0,1,0,1,6,9,59,1,1406,748,2116,295
7150,6687,36,0,1,0,1,5,1,22,18,2951,940,1363,659
7151,11156,85,1,1,0,0,3,3,61,16,378,888,1662,227
7152,456,85,0,1,1,3,2,4,79,1,2907,692,1864,620
7153,9968,85,0,1,1,1,5,2,112,20,976,915,1704,517
7154,7949,85,0,0,0,1,2,2,74,22,2805,384,938,763
7155,10787,63,0,1,0,1,3,5,118,18,1652,614,1569,612
7156,7547,85,0,1,1,1,5,5,87,1,1160,756,1486,493
7157,3714,27,0,1,1,1,0,1,75,25,1679,846,1513,693
7158,310,85,0,0,0,3,2,4,30,31,3186,623,1638,652
7159,1694,50,0,1,1,1,3,3,71,17,2324,590,1319,549
7160,6729,85,0,1,0,1,5,1,23,25,2789,601,1630,601
7161,2198,12,0,1,0,1,2,4,37,7,934,806,1927,554
7162,5292,29,0,1,1,1,2,3,61,31,755,371,2157,910
7163,4869,27,0,0,1,1,2,4,24,31,1841,441,1254,640
7164,4111,85,0,1,1,3,0,0,75,3,3280,686,1588,684
7165,2993,85,0,1,0,0,4,2,49,18,686,418,774,650
7166,804,85,0,0,0,1,3,2,27,14,3007,384,1186,510
7167,2407,85,0,1,1,1,0,2,72,8,878,951,1921,560
7168,7450,12,0,1,0,1,2,1,75,22,15,731,1726,981
7169,11137,27,0,0,1,1,3,4,46,14,3110,583,2075,765
7170,2790,85,0,0,1,1,1,5,51,16,2921,1005,1589,830
7171,8820,58,0,1,0,1,0,1,21,17,3266,842,1722,1163
7172,1619,60,0,1,1,1,1,9,58,31,3013,571,2006,644
7173,2924,71,0,0,0,1,2,1,88,1,1590,664,1223,758
7174,8152,27,0,1,0,1,3,5,22,16,2326,989,1223,479
7175,804,85,0,0,0,1,4,2,28,14,3006,384,1177,523
7176,9495,85,0,0,0,1,3,2,22,16,258,384,1036,772
7177,648,60,0,0,1,0,3,3,41,13,3278,575,486,578
7178,2198,85,0,1,0,1,2,4,37,7,247,806,1905,652
7179,3452,85,0,0,0,1,5,1,58,26,2749,394,1246,523
7180,10657,85,0,1,1,1,1,4,30,7,641,1005,445,256
7181,5874,85,0,1,0,1,2,0,11,20,815,591,506,549
7182,4484,85,0,1,0,1,2,4,49,17,3104,954,1382,461
7183,3611,23,0,1,0,0,4,4,41,13,2991,449,771,387
7184,7342,85,0,0,0,1,3,2,44,16,312,384,249,615
7185,787,85,0,1,1,1,5,1,39,19,2159,19,2022,804
7186,9037,66,0,1,1,0,4,2,75,17,1657,590,1401,557
7187,6851,85,0,1,0,2,3,3,39,17,2907,826,2004,1071
7188,470,85,0,0,0,1,6,9,20,1,2093,446,1274,711
7189,3930,29,0,1,0,1,5,3,61,15,3111,267,1550,956
7190,8427,85,0,0,0,1,2,3,75,27,74,384,760,701
7191,1698,58,0,0,0,1,6,9,58,12,1720,554,1660,951
7192,10532,85,0,0,1,1,3,4,68,18,3293,714,1730,558
7193,1945,36,0,1,1,1,0,3,130,36,2957,530,1100,948
7194,7265,85,0,1,0,1,2,4,23,23,2970,397,1143,559
7195,1182,27,0,0,1,1,0,1,30,8,2099,627,2088,808
7196,3434,85,0,0,0,1,5,1,58,18,2900,399,1729,458
7197,3927,85,0,1,0,1,2,2,112,31,1136,484,1207,509
7198,8423,7,0,1,1,1,1,1,61,31,756,501,100,424
7199,1453,85,0,1,1,3,2,4,51,16,3138,304,1543,499
7200,1334,22,0,0,1,1,3,3,54,19,1908,433,2189,665
7201,4704,27,0,1,0,1,0,2,48,1,401,599,122,563
7202,6810,60,0,1,1,4,2,4,63,31,2485,408,1297,442
7203,3065,27,0,1,0,1,0,1,112,33,574,599,1966,584
7204,11186,12,0,1,1,1,3,3,22,14,1824,92,1270,543
7205,6098,85,0,0,0,1,1,1,85,22,3257,582,349,1178
7206,8958,85,0,0,1,0,3,3,58,18,1540,489,2172,496
7207,3663,20,0,1,1,2,3,5,30,36,1877,777,1183,636
7208,1385,66,0,1,0,1,2,2,48,15,3313,823,1411,590
7209,2000,34,0,1,0,0,3,3,1,18,2691,695,1254,326
7210,5378,27,0,1,0,1,2,1,18,8,361,614,1597,778
7211,7691,36,0,1,0,1,0,1,58,18,708,36,858,439
7212,10398,85,0,1,0,1,0,1,31,11,448,735,1731,1224
7213,4499,85,0,1,0,1,2,4,80,20,2843,954,1422,472
7214,253,27,0,1,1,1,6,4,6,10,2665,923,1999,570
7215,6855,85,0,1,0,2,3,3,39,17,2907,826,2004,1071
7216,5536,27,0,1,1,1,5,1,75,12,1017,406,379,383
7217,9129,85,0,1,0,1,5,1,22,15,3249,931,1839,1092
7218,239,29,0,1,0,1,3,2,22,12,300,741,2064,608
7219,6595,29,0,1,1,1,2,1,61,1,219,920,1393,592
7220,8714,85,0,1,0,1,5,1,87,31,1638,966,1560,932
7221,3205,85,0,1,1,0,2,1,31,12,2407,672,334,354
7222,6661,35,0,0,0,1,3,2,22,16,2514,636,1719,681
7223,858,85,0,0,0,0,4,3,62,19,3171,526,1635,600
7224,1858,85,0,1,0,3,2,4,37,7,16,806,1801,632
7225,4457,85,0,0,0,1,3,2,52,16,2411,588,2198,832
7226,6947,27,0,1,0,1,5,4,112,27,2998,679,1168,912
7227,8990,60,0,1,1,1,5,2,32,12,1579,983,2063,1004
7228,760,29,0,1,1,1,2,3,60,15,1603,401,2182,217
7229,3204,85,0,1,1,0,2,1,31,12,2407,672,334,354
7230,9939,85,1,0,0,1,5,1,123,12,20,447,1222,668
7231,2937,70,0,1,0,1,0,5,58,18,44,302,2023,984
